,FIGF,FLT1,KDR,KIT,PDGFA,PDGFB,PDGFRA,PDGFRB,VEGFA,VEGFB,VEGFC,ANGPT1,ANGPT2,ANGPT4,ANGPTL1,TEK,TGFB1,THBS1,TIE1,BAK1,BCL2,BCL2L1,BIRC5,XIAP,CDK4,CDK6,BRCA1,ERCC1,NAE1,NEDD8,RAD51,RAD52,XRCC4,KSR1,MAPK11,MAPK3,FGF1,FGF12,FGF13,FGF14,FGF2,FGF3,FGF4,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,GLI1,PRKACA,PTCH1,SHH,SMO,STK36,AREG,BTC,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,HBEGF,NRG1,NRG2,NRG4,TGFA,IGF1,IGF2,IGF2R,IRS1,PKM,CD274,CTLA4,LAG3,PDCD1,PDCD1LG2,JAK2,SOCS1,STAT1,STAT2,STAT3,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K2,MAP3K3,MAP3K4,AXL,HGF,MET,MST1R,PIM1,PIM2,PIM3,STK11,TSC1,TSC2,AKT1,AKT2,MTOR,PTEN,ALK,RET,ROS1,UBA1,ATM,ATR,BRCA1,CHEK1,CHEK2,PARP1,RAD54B,RAD54L,WEE1,XRCC1,PIK3C2B,PIK3CA,PIK3CD,PIK3CG,PIK3R1,PRKCA,PRKCB,ILK,PLK1,BRAF,RAF1,HRAS,KRAS,NRAS,CCNE1,CCNE2,RB1,CCND2,CCND3,CDKN2A,CDKN2B,DKC1,HSP90AA1,TEP1,TERT,CDH1,CTNNA1,DKK1,FZD1,FZD5,WIF1,WNT5A,WNT5B
DHE321214,4.09124795938843,6.36368586431334,3.01471672672594,7.02692945018761,0.797068291318963,4.18876683415874,5.34537679229846,3.38263969637513,8.29982012704213,6.66804742322129,7.11493236544129,1.91185665883846,3.25714576789168,4.1341985263259,3.45095650639505,6.36051324386234,7.03588477249079,4.28233289325352,-2.72146313999907,7.3883717159109,6.38768278285101,1.14721038910391,4.47573024738847,7.0311608440964,4.39169582936363,1.08199225526475,1.64554680754651,3.53825494936791,3.02522087575362,1.13351943014628,3.87591978415193,8.6925581665284,5.88857897388227,5.48585034720823,5.8316233513424,1.27014095459919,2.42805343498984,8.779528501648,1.6837569610505,-1.46317332426426,6.35587845161924,4.01724429921238,4.16516336709639,-0.885427161635132,6.28091834372489,3.84189685980786,5.98462492448557,3.40843596718706,2.72585905183676,2.61067783508683,5.69752883457232,4.95759702211669,7.10108920288627,2.2653141518486,5.6238376548271,7.89654042943489,7.53192857681413,5.25269449299958,3.94003419605943,4.76031663663088,5.274715492628,-0.192035727689221,2.82807595681407,-0.897418561292443,2.45707432263195,1.83375888573797,6.59339779124335,3.88987508898392,9.53501422451249,10.0322223083554,8.15056644329871,3.64760771386128,5.8316233513424,0.565378643995525,4.90011047034782,4.42788264814832,6.7998657347687,1.2750472619046,5.29348108899192,4.54519951253423,-0.942834676748284,7.07300209461846,1.44796021551451,0.405739577677216,12.9873199210672,0.931543917304941,7.37016703347705,0.273569266736078,3.15997806687157,4.13385135607723,9.37896834592317,6.65973424401068,8.06183458166588,3.86409769245142,1.56034745040385,3.52279224567513,0.712760570372016,3.85715648059298,6.71683118518924,5.73557465668422,5.53682055524506,11.1389722889633,7.53192857681413,-0.324044749390179,4.51465371419788,5.64435607244972,1.30618302601021,11.4480198418277,14.1004371559829,0.868507449597109,8.83338457034343,2.60401944115266,3.07384206375515,3.05756878709797,10.3437089570383,7.99388622811568,3.88391235442286,1.64554680754651,5.03245083416606,0.717024286999452,3.99512254616566,2.82912821468932,2.50678498682918,10.2796499921147,-0.712811093498902,7.53192857681413,2.61438471330896,4.90706315791384,1.55431790743349,0.924654633970572,6.70661015737493,6.06078826442852,2.49052769531291,5.8316233513424,3.091831134205,4.06521850834978,8.24014619363917,6.71879506745669,3.2191984206451,6.28399139731594,5.46830668840133,4.54831746053469,0.165416017528909,-0.69819581185725,0.921429045673455,5.83661283777341,1.3296231330995,4.70785756775298,6.2010303075198,1.87619179976123,2.04782329352336,5.01050201593486,-1.52080427297327,4.44166523241731,2.18422501353907,8.52018950128859,1.72576893388181,-0.336819923237859
DOM590729,3.99854177612222,5.94818556045015,3.01205141552368,5.33341615364448,0.305689609631013,1.91922449854474,3.84187580860731,2.9951775664572,6.87433605993638,5.81188794043741,6.84225685537212,-3.06484580869518,3.30991825117426,4.94173815484492,3.46505921117677,4.72596645003145,8.76765412350255,4.80341432710153,-3.09945132226494,5.96514469956758,5.42608387894355,1.40052063690478,3.9772094676867,6.4121495669898,3.57306791635945,0.754534315125004,1.13223957048344,3.25630081270956,2.29623511507684,2.34186929112784,2.80862773637562,6.34039431690242,5.61567120198024,4.89138838923877,7.33451643267879,2.53622485271326,2.4742430370324,7.39722597660384,1.56614801597702,-2.62566278813017,4.93986409729691,3.8800743391554,2.70162066082666,-0.732748926674862,4.75787510050913,1.71810493006159,4.40463425775584,4.37030021760966,2.05923251747168,5.65301925915297,5.63001305512832,5.29671438759823,5.12485379379048,2.42752757169604,6.14995406292797,7.07091618229664,4.60205553214678,3.55672076824721,4.05761430039347,5.70195732669377,5.41532732686596,0.663771073196622,-0.218682818345726,-1.24053006915499,2.91146624626829,1.42601342745546,5.41586933107198,3.48859364317039,6.2014586119815,7.72351451332009,5.5506635561028,2.12496561790993,7.33451643267879,2.7225174860761,3.96720858758066,3.32720121154056,6.52484251707026,1.32897643159593,3.11317888898209,2.14147616527544,-1.10595864643903,4.8684044896288,-1.17423284500078,2.33014278603792,10.8098534900147,1.99638035262082,6.28380555309923,2.00471563227549,2.85885820019213,4.4966722453342,7.55865199129431,6.9152601624491,7.64882793103877,4.8625484374012,0.8941305761223,3.41935877468833,1.86414553343164,2.81805379143168,7.28692058361987,-2.51022574738556,5.01658145512492,8.17066007439452,4.60205553214678,-0.969809819155371,4.58278286552317,4.25359497390249,-1.07253170136838,11.4708858726127,10.4937531521812,1.2982653374915,7.42439914855988,0.558354563659785,2.11718763167556,4.0305940680327,6.6694090643066,6.53157607425505,4.02346842739584,1.13223957048344,4.22130919038472,-0.839910253468219,3.39994192869934,-1.33887807922841,5.06073807427755,7.37903517076926,-1.11010503737014,4.60205553214678,2.50950870550994,3.79577447714982,2.31625310671352,1.80737388951691,7.41615037293256,5.33690265148183,1.8312540543067,7.33451643267879,2.78624043250734,5.64606912641181,10.2007918143263,7.83078800439928,2.17431062004497,5.57143834392072,3.86890379753542,4.11727366553755,0.847511845287533,-1.6916714852632,1.951008827794,4.51885928174936,0.749637563691795,4.80118798654207,4.89823286113057,1.73186608586243,2.66107858774945,6.2744054324282,-1.18254376586962,4.75398465209907,2.35442682227431,7.28420091093508,1.21922716440055,-0.219186367257742
DUV330713,3.66393398322078,7.3187403245061,5.12923446480865,7.04966682982565,-0.754133402499229,3.71879971345768,4.63057443632804,3.34122146013756,8.24660868784608,7.06381275254403,7.45615818361201,1.69399528668829,2.8264427435799,5.18380369930991,3.1770811387503,7.15162695471936,7.88513324291458,4.13814580411974,-2.43399427824335,7.35386748562713,5.91921398136975,1.69443368588542,4.46427731505143,8.2689459241291,5.13655648484063,0.663175130801183,1.66786453004176,3.02108856018392,2.84876188055503,2.94670928085026,3.91151053938653,8.86974951237187,5.98433817611671,6.92637347502798,6.73975718516181,2.40024410887237,2.7684858300618,8.10107551335907,1.99784805908143,-1.15098331036584,6.49206755358194,4.23262438179467,5.11604372166509,1.303050862381,6.16627284883254,3.37425330581477,5.92859952583239,3.50196885518344,2.15223883377806,4.39455175145038,5.65535440415487,5.63946366050961,6.66736411594965,2.81628764116429,5.65236901164027,7.80874652438511,6.93376172445439,4.99541992330937,4.03333149720156,6.24005122806034,5.78510590018715,1.59054976286136,3.30223712820884,-0.47600833001366,2.0592541135251,2.28021192542177,5.96837537926858,4.28571123172544,8.83126310038465,9.67665229283768,8.72972591999495,3.60490176069177,6.73975718516181,1.60759006970847,4.24259620479007,4.56037340122581,6.67216397665072,1.21971677141431,5.21667108835859,3.68606762035107,0.554604284936407,6.92881890675977,-0.766768606703269,0.81172943168083,12.3643111905357,1.73711782649414,6.96882513767074,1.01205492727102,2.92148476389722,3.96738784854766,9.2873179693881,7.10266326093037,8.01943200708682,4.27056909586343,1.23385462535041,2.61324077863149,0.955700810292311,3.10964073092653,7.46187142662535,6.60003580106747,5.66813638507458,9.82081403301803,6.93376172445439,1.29786434732247,4.71025253549848,5.84461496729737,2.31199941981206,11.2042462400616,13.0889624528111,1.56091230369483,9.24697789633873,2.95105696592223,3.43137639436156,3.63484965045829,11.3240848894439,7.92728924971459,4.61975497665646,1.66786453004176,4.93256061152202,0.124641174274921,3.27504558419401,2.8323141364869,3.85085766468961,10.9200675266207,-0.659340695196695,6.93376172445439,2.16069281609374,5.02583457198776,3.04280220748227,0.228610226060811,7.84371698774602,5.84978859010985,2.42720974021134,6.73975718516181,2.90573845178067,5.23848678750678,9.03050930066735,6.30450011130899,2.72589801049726,6.27987344705632,6.09201517339194,4.61950510258898,0.180826104742437,3.9414372164428,1.46332352118124,6.04128198228682,0.680234657599524,4.94963497369466,6.92128140111468,0.673363087160912,2.11593672551913,6.31673641802126,-0.374589058812514,4.64175659399416,2.79438693739798,9.0216183552328,4.04419581526254,-0.159028776362111
ECU520713,5.26930083881027,6.99789037267594,6.14149288442916,7.00516652632151,-0.433926790771156,3.58024871492672,5.94006695500837,3.33415381088847,9.40247835155731,7.03194842030707,7.65142954195736,0.987472833147472,4.45813603251645,4.3075716687964,1.81750413807416,7.18971470870163,6.77681746092009,3.66421006536606,-0.926373925068439,8.68869697875834,5.71046163076841,0.330790269864539,4.20342753131931,8.51740657175304,5.55896297226659,-0.308305081448257,2.01152445328449,2.72937234261552,1.42245021111015,2.70991266483906,3.75834266525268,8.87671745000529,5.32650964255876,5.10196587335554,4.82095778511976,3.15024292693464,3.10779552056765,8.37144289540257,2.69938951608481,-0.728787968929005,6.25092886428626,5.08554685747339,3.4393322739044,1.94651947727779,6.8379789130163,4.11524101867864,6.63102805997716,3.08223759425192,2.67526787104141,4.56175360512043,5.73904855201975,5.71046834240553,5.38173843935346,3.50215627677982,5.01272049982659,7.53661075659212,6.87487241859939,4.33691060465449,4.15153469988312,6.2097974382595,6.7870566029635,-0.210583993117267,2.60313487884289,0.582375609851234,2.43491846754716,3.10694801583411,6.72068633289885,4.25456861055271,8.21874957392376,9.59273051302427,7.78975845356281,3.13196785443687,4.82095778511976,2.19758554854637,4.34907387297328,5.23537481012067,6.21770216055867,0.566192545746167,4.83355404544922,2.46883512373925,3.00522985820276,5.92285024421318,1.22860109136081,2.32792615647515,11.45936893499,0.439659566236715,6.7420886749459,1.16139147286906,2.67834926648484,3.86481802510516,8.81795501581796,6.96645581314329,7.85253914167397,3.12476751854826,1.20071356924013,2.6830116938279,1.32340341639163,3.53603867877007,7.43255717810352,5.48595286598318,5.18634743612646,10.8530492678094,6.87487241859939,1.8067386677709,4.84519059637952,5.47972517191301,1.96269514579042,10.553000051989,14.252971769681,1.73270734843499,9.30974641276637,2.50688789234148,3.00908454010059,2.4871172002165,7.776441349434,7.70514941589906,3.8144857095223,2.01152445328449,5.13146247359111,0.335934128736714,3.39025378236333,2.9664245265413,4.65763496247384,11.0629973831705,-0.487916429500565,6.87487241859939,2.1712559453127,5.3917010393887,4.22896008190555,-0.728533528544587,7.63761666161811,6.22967990075886,3.90993939485759,4.82095778511976,3.18204644857093,6.06173564924168,8.73267713672043,9.55109724888035,1.6850838108622,6.78123033149558,6.76844124748721,5.9809023577504,-0.264546866729875,6.40825195058241,2.53385488301722,5.85925969924219,0.138042743623179,3.96205946405019,5.7727259126039,2.3018777202307,2.58832339798833,6.32869179555264,3.36545021266711,3.45307592175426,2.04608490809538,9.30755672149703,0.132488483599344,0.830974736459946
EDO300812,4.09108909608462,4.82207354774898,5.7144755342989,7.08117208880875,0.320043161579386,1.94948493085865,5.20891445087337,3.67686425796768,7.03008177511071,7.96670990710922,5.33067012941339,-2.7271206492114,4.23987444796169,5.70777571703022,2.38069515666504,4.71697248682757,8.61568046425852,5.27794491524951,-2.56109456572151,6.29078390633432,4.80534121454581,0.923626763240831,3.35335568208026,7.78231575728771,6.78688772202011,0.0866890584220736,2.30616502466846,3.20467167232247,1.56386657290139,3.69449724079776,3.65969588224275,5.75192248630783,4.76400100359243,3.81473891401932,7.58138483650738,3.24944870662933,3.21547461379092,7.44008379572532,2.12435221032702,-2.01893610571033,4.84502769462547,5.75217016917406,3.62560755465685,1.75584832294081,5.42112988756101,1.6201476182896,4.24418855827905,3.99400350714784,1.99383935310266,6.32969299417011,6.69887977817281,6.17153762750561,5.2336762199711,2.71814959702389,6.79579401022159,7.73148074846088,4.44232608897446,3.37281549742764,5.24508451468559,7.20049616952447,7.24836054310927,0.465407320108865,-0.32684376966301,-0.166534536647459,1.26521495293344,2.20334094875453,4.88266898403698,3.86216527531704,6.97330565007662,6.26491771929964,7.17282010018185,0.93785287395203,7.58138483650738,3.28733533682526,3.9351417149518,3.44181939854123,6.59741621100849,0.664932579041752,1.44982465646045,1.70646394955873,0.820104742625649,4.05014822073826,-1.77681504789647,2.546064829617,8.85478992242256,0.291095336206445,5.36364562561311,0.16551168224257,3.56619132130106,4.89719205749394,6.65812046507548,6.74195208286796,6.89424488197466,4.71671285707681,1.23030960697194,3.40496125881137,2.3794749128532,3.81469560550898,7.72318406000421,-2.67636388636782,4.69592963011648,7.40637387334338,4.44232608897446,1.78593748460038,4.53378936757831,4.02866257117158,0.527528412699523,12.2428782154501,10.5561048380852,1.83540657711044,7.25254616692565,1.41028005553252,3.67130658769259,1.59485386200041,8.0775555582636,7.03517619356631,4.6963871042411,2.30616502466846,4.01860908093126,0.119647870758125,2.3908706495238,-1.51062830579535,5.93689758102721,7.02318894171915,-0.742378531610575,4.44232608897446,2.91846517492577,3.8907216187974,4.99697939878801,0.543994810936083,9.65562469101816,4.28356525258428,2.76354524847032,7.58138483650738,4.17423424819171,5.8140112486225,9.64997609200965,9.65859558282334,1.88500198117572,5.61141544759777,4.94988769280123,4.16132795817597,-0.0209703194998988,3.57322805765858,3.02696879540678,4.89617185721357,0.642005532942311,5.23188035744702,5.40327229435352,1.95140390153803,2.35896409473059,5.65451780848713,2.07926883441501,5.80228376020844,2.78122436539852,8.09037808278732,1.07407811225503,-0.101065235495461
ELA540809,4.33454916715708,7.83425538059801,4.73247441146224,5.14787166063509,0.119037753474732,3.00763831820934,5.60662913668589,4.28207889299549,7.2451628738007,4.92485488541125,7.19193850917549,-2.10115286801709,3.49009976635991,3.5743148135376,2.61875850180569,5.74899338994489,5.8463302812509,3.04414070501792,2.79667096079463,8.23501168668502,4.61910466427021,1.27205512818976,3.37631619043056,10.9523869064754,0.138629918965407,0.44743006183624,0.526644321745374,3.06610882049873,3.84469858528048,1.67052298239469,1.59193568420046,6.86012691367096,7.14525878604332,5.85775109063342,4.01905056126515,2.95956121152797,1.30778294217233,7.99617893677148,3.59091243733611,-0.403040993730593,5.24736714729367,1.98655809290049,3.67027982397423,-0.235379435541642,6.07871151168807,2.22101136021272,5.42806372165163,4.1504602098354,2.69511511793878,3.35964937799123,4.76038984440711,5.20342244546284,6.77402887243355,1.51955231983894,4.46106691193941,5.79659173212688,5.62720663168968,4.67076091527504,3.63154193587533,2.69479847824367,5.75559892875888,0.153688918472741,4.54891325488192,-0.190458242670438,2.99919627472999,1.16571527488334,6.28545590677258,2.74728518756374,6.9751900061989,9.95658063797059,6.03004354729336,2.0080583125226,4.01905056126515,0.941213598418888,4.27493689990158,3.58478010059962,5.50703309594938,1.95975230715272,4.47594325700684,3.82214953003652,-0.569524371498492,6.55071731228138,-0.50674368389095,2.15800912161671,12.1934308572752,1.42672731208167,6.98570710520811,0.413155085797858,3.6349806345693,3.17422211898826,10.2708507456246,6.49538361263395,7.08850422760478,2.97548749840682,1.27484337933837,3.03841848022776,-0.34921413956165,4.32796452696626,5.91445741883247,4.12098744907547,3.87904405159519,9.88481235037182,5.62720663168968,0.736285473590507,4.12990141569599,4.99395925921623,3.39569094683605,10.2446489241239,13.9089550367013,1.83966173203676,9.55237896599634,2.40462634592493,0.743618592934688,2.29543981428727,4.05021033060003,6.31450625768088,3.15312677803122,0.526644321745374,4.06986977549661,1.29409933696627,2.81306812800674,1.99763380286688,3.58065755332836,9.2793838155509,-0.974941018525755,5.62720663168968,2.21951572679174,3.66316633947453,2.58400665778461,-0.0428389757080607,4.99880945204847,4.82802903908207,2.91895160298555,4.01905056126515,2.1559921005375,3.77947185021297,7.67361000123665,6.31253300880476,3.22473558041076,6.54242927043554,6.08235190196409,3.07801132272936,1.2072978183318,0.132570588352478,1.4938744242364,5.53174611248886,1.14187765547654,3.87725532149475,4.83059913898996,1.26496833363682,2.68609946317335,7.40321241100349,-0.470299134453007,3.82475649148651,1.80800478376728,6.92792892941358,2.43606911010462,2.74138521198399
ELB330728,4.44162421408399,6.86906110958559,5.09095574162422,7.19569805722706,-0.941104871801067,4.01759805328547,7.69373725944825,3.70043519926034,10.0521479436259,6.55343863299653,7.3773559582872,-0.0464102347834313,4.05869005789692,5.12325256676662,2.53481759626164,7.64007528527504,7.58538722115335,4.46066297452663,-1.11819783035453,7.40364119869251,5.85600593069586,1.08269564675069,4.13197284096996,8.1374442624105,6.00526068859239,-0.713770713574521,1.86400183935115,3.1758503642029,2.58207570461339,3.0047495708287,3.48535254657805,8.36777640640438,5.6641673673437,5.18386358229717,6.12395522284816,3.03332003673267,2.98752449660809,7.8249244810624,2.18476774997073,-1.24111105306614,6.14959919720012,5.25599733886507,3.20754957545788,0.892661148456962,6.47644643363552,3.97030938441236,6.34493117115793,3.42005597081359,2.58944472763184,4.67443540127076,6.00762422142821,6.19122990639935,6.27285311362423,2.92287935930103,5.61036846567574,7.96581506079714,7.07475103805145,5.11359572773799,4.70962436952179,6.45637360178426,6.56203630633833,0.0456003833609967,2.66755432154295,0.101923370199101,1.76693963095461,2.26150747642277,5.72429005503487,3.98134764493369,7.77023527048634,9.18083332440672,7.98188167039923,3.55948622408315,6.12395522284816,2.5001323659883,4.82808322050823,3.91818782924926,6.52030794061586,1.6189591441295,5.15378942365427,4.20950089513144,1.96757363133641,6.42425145247905,-0.340840200022035,2.0626637398295,12.1129637682728,0.949898648533983,6.82157685425015,-0.343257510207783,3.61022999256643,4.38177392830827,9.54013963208075,6.64929285181795,8.15393329107309,3.78930127259715,0.633811042174629,3.25539018282069,1.59123673721017,3.61519279851863,7.32890450724173,4.71637487208217,5.75220854642629,10.2295576766297,7.07475103805145,1.24295815444689,4.5864665215343,5.57347899499975,1.66459852300294,11.441437259001,14.9571620171712,1.01912481356881,9.25772061907331,2.517652146425,4.36016886459843,2.37849728168964,9.74217535620936,7.25588871740317,4.17140842871063,1.86400183935115,5.85828561479475,-1.00398098930518,2.54121385047763,1.85933345317379,4.41764202268455,10.1741857101747,-0.973449062506102,7.07475103805145,2.50333880710602,4.61946666236341,4.09619027376927,0.660641507540691,7.51736011404025,5.6262963995376,2.50860467768636,6.12395522284816,3.98336826008567,5.48272998173423,9.04681921945855,7.82509333903101,2.27437755321878,7.12777773362621,5.11417101084689,5.18202568595039,-0.618613539568699,2.4384440018167,2.57668131653318,5.54597652630033,0.344275094193943,4.48696694588561,6.04498447420742,2.09632106186637,1.21902243343999,5.84623637209413,2.22619389186472,4.41628901465768,2.44142208489101,8.94553229781948,1.69749423671579,0.0504123015427275
FER471031,6.04517288513389,7.42864841096201,4.00623342506575,6.67363938860108,-0.974258702258219,4.93385362962671,5.31782324109603,3.9021061923656,9.08815038938029,6.1447870201286,7.31834517806453,7.53959535542928,5.0014159661759,4.50299949010003,4.19765022912183,7.41520508520032,7.27507273840262,4.40305878998743,-1.04180876809547,7.70870254063112,4.71467840617475,0.660056736531201,3.92438899984392,6.30659335403948,6.00777439633584,0.917960760997906,2.38090331537741,3.76538145308032,2.35525840989039,2.50269449921093,4.05285167830285,7.52103878404453,5.1706117031163,5.5411354230233,6.12485792669711,2.77578513887351,2.58419930050247,8.95689107297282,2.3209901109378,-0.798677636260782,5.50129693040232,4.7845315963323,3.83439000663572,0.648663490964376,6.85650215881746,4.69535404534793,6.12767254024113,3.22973893677042,2.51467892077221,4.61992131183208,6.09033048929185,5.05124424891968,6.57233142244701,2.99238708563209,5.71905938427972,8.05367235744856,7.53729758799585,5.49791332221716,4.58421630812374,5.44268537925594,5.88866018181382,0.0767266746978352,1.95098580226654,-0.651173408290886,2.13380411186084,2.42052941416037,6.36204051081591,4.33872680560781,6.78528379677255,10.3299098001139,7.49699598473613,5.04715886273768,6.12485792669711,2.42630779957232,4.55358475561186,4.62360978443521,6.45967320216418,1.48027701283604,5.53108731789895,4.52423308004857,0.527923687270083,6.79942421934819,0.648549662625308,2.3708667964983,12.4435048459221,0.0766191655224664,7.18721823292934,0.63001379885542,2.42883228313462,3.86360613486019,8.71869760337097,6.16515809245399,8.50332987800088,3.94302980808149,0.682705994604433,3.67290414015463,1.42681376038688,4.04245283727927,7.18375650214501,4.14545617453252,4.92881375522752,11.0375158469684,7.53729758799585,1.89724915944765,5.10054827912573,5.36622106272667,0.742854797134015,11.7053251697767,14.2812988254404,1.51831067160495,10.7568544696351,0.963264805357451,1.48228895447719,1.65716806155387,4.30617306105401,6.8390287025316,4.29975048086324,2.38090331537741,4.65427353619232,0.0800203678738008,3.75704596935515,2.9530608192002,4.41702204062338,9.77003344594813,1.08902400376385,7.53729758799585,2.47465665426431,5.74666539664133,2.03985927817965,0.0647555674747306,7.27089153082986,5.53670111608277,2.7597127596828,6.12485792669711,3.04923924331661,5.86232365701864,8.42528755010813,7.17711586254527,2.54490854851128,6.40796424425204,6.03002556823124,5.72589047860846,0.220311911945455,3.14171836137847,1.6984691847639,5.9275252491254,0.0813006313837358,4.59993635620432,3.83733286926245,3.22656082568588,1.68656517466343,4.92242964506779,-0.737244728532119,4.20984967774212,2.66309014521816,8.8715826206048,0.494825088582138,0.322378203283979
FER461230,3.44886987015148,6.66362952152628,5.4305586340546,7.37121466833405,1.81913641958518,3.59256147788575,4.54186873587586,3.89295262538876,8.55422088992679,6.93731196601488,6.8077043591049,-2.17541045398321,3.74347763656648,4.92990522684266,3.29812948633089,7.09246479869004,7.85180719639879,4.63080590275746,-1.33103817442759,7.46082238238179,5.93779670364177,-0.203542164517432,4.37576022966351,8.14092136494384,4.81949377416862,1.32817154995088,2.01034988350545,3.37926342117063,2.15259857722044,2.26734084113528,3.47347797119255,8.10410401780616,5.62070254478965,4.90031662879105,6.46571669848688,2.63820263449948,3.15087372972929,8.65023025577027,2.09583756263586,-1.62106080375312,5.69223719316774,4.402328696062,4.81038975107384,0.666022977758645,6.15160248507495,2.88979145399678,6.10616484053867,3.87846149134076,2.91926562215355,5.3308356897742,6.07454375658211,5.82203820516567,6.26180636004649,4.00839892551323,5.86595349219595,7.55957279057001,7.06927009771566,4.13670791952695,4.41730029716328,5.70615734419957,6.553265559998,0.666570736877446,1.84524624034881,-0.422016689010682,2.6799739949839,0.513801642292334,5.61296202001793,3.7781694434958,8.20402007783043,8.9942294895003,7.91981291514352,2.83523329154355,6.46571669848688,2.1075147726243,4.65474700419374,4.06674888824675,6.39549860035236,0.966387354599614,3.50041705530169,3.55583952876735,1.8638541576989,6.18757252295967,-1.09234638641722,2.5841623593666,10.6415713831704,0.673462813439712,6.74389134708556,-0.123237562957894,2.36586990500017,4.19621858917051,8.35548211823046,7.19523068692287,7.90004498005139,4.3313784779598,0.615332814640764,3.41916176493381,1.47371514456673,3.62225675834687,7.48718711456203,1.55046961460476,5.5683401823598,9.22089251103342,7.06927009771566,0.693950957773914,5.03654603090947,5.4530548417803,1.82233309227225,11.6126117156965,13.1898304589367,1.35704056356264,9.3564039226809,2.1704237470174,1.83835269146105,2.70196971128412,5.19292164641662,7.63430510623571,4.6197819373397,2.01034988350545,4.45759533653865,-0.813859550887973,3.0146737508781,0.999161928844151,5.03095408662873,9.00613666005635,-0.774195164504866,7.06927009771566,2.73485364345584,3.88833058687598,3.31921952693037,0.114606345130066,7.40781155024849,4.82223516465259,3.13961742975634,6.46571669848688,2.67362709960649,5.04551779171604,9.2378976943107,7.8961926858613,2.33784426712132,6.32795225808572,5.39488371944937,3.46152208494884,0.322428104851848,4.24868325286882,2.36240360435652,5.70925907092361,0.838714303933768,4.60893715286411,4.968323057541,1.42359422345415,2.00503152900243,5.75161945870165,0.234960586811067,4.45935720252517,2.42232794736688,9.73331199103969,2.2807122591628,0.336996677287417
FIL381013,4.30496961200043,6.08609700092494,5.07674280779969,7.73456235763095,0.100380975274835,2.87163174022805,6.95784066490591,4.19876267169002,8.61289550902878,6.39050944226527,7.21174800263434,-0.920839221644785,3.76375359074973,4.54896949337576,3.15320696645141,7.09871536015185,7.74881874770748,4.01035881649425,-0.802512503288511,6.70194843530651,6.33843250235564,0.921577612950809,4.73324994704509,7.50146615881357,4.71401794945478,0.918612286404199,1.43403672824918,3.37824560146256,2.76915877641383,2.32332208639019,3.07578383047762,9.33451969725477,5.1913410282431,5.64631725685226,5.82039605497181,2.88133223452505,2.10733235369306,8.75380567838658,1.75136084037824,-0.983404042337548,6.48862555623681,4.45278927880165,3.0656604325967,0.573220152950643,7.02938712189486,3.97542603746597,6.59114073896144,3.66048028827969,2.94298171168449,4.52837971950327,5.98038852818049,6.08938258368087,6.53072204924343,2.56475057177495,5.89480179177271,7.91566701502647,7.13346575029171,4.79410933904428,4.06945682477614,6.0948009729183,6.76196501728787,0.100965297307499,3.36866782118097,1.20560790629661,1.66966003447497,3.36510553687091,6.51035144399382,3.81361207451796,8.56111399856504,9.61331810042375,8.36905180834885,3.30524384930215,5.82039605497181,2.50329538236611,4.44437653106375,3.3668982468948,5.88032423794648,1.17543318864715,4.92668903262458,4.23772292411997,0.881529991036808,6.45292892893863,0.00572786526014285,2.29674381417109,12.5174747125801,1.17570842411848,7.23966410995152,0.964180201389603,2.44028583207511,4.34263746519515,8.97202985572795,7.49260321101578,8.25064234371249,4.23724508183967,1.17860048381636,3.62596301804008,2.39079750163747,3.37081718599298,6.72507519494217,5.77427116056615,5.13794068282811,10.8015835779257,7.13346575029171,0.521613752557088,4.87789022462199,5.81177978491788,0.730169028703699,12.1763013704405,14.1740410677688,2.01842019805222,9.90990676425592,2.56032246726979,3.76965114642933,2.04636805310824,9.46812604773476,7.37093202452774,4.48004810499928,1.43403672824918,5.15790665908292,-0.661209533834077,3.63268822167984,3.43263827868017,4.56558258790372,11.6539999236396,-0.640948749587717,7.13346575029171,2.67928223381943,5.23374339401537,3.72104826930879,0.873788477567021,6.76626469434306,5.97851454954993,3.5605251358323,5.82039605497181,2.83704036856739,5.43311239431601,9.67724144044315,7.57494114615043,2.33327536449713,6.95893596683382,5.52606545607225,4.77990046843859,-0.0167090165773549,3.92109642023461,2.81109455257095,6.53291269531962,0.766205520659942,4.68363593278709,5.97986676824376,0.621141369038994,2.21911931006196,5.63318356448414,3.72210815079303,3.75903201314418,2.41849600631713,9.62989293422153,1.57088126937129,0.708303403386727
