"","Her_pathway","CDK4_6","PLK_AURKA_Kinesins","ANGIOGENESIS","ANGIOPOIETINS","IMMUNO.Modulator","PI3K","MET","MEK","ERK","Antiapoptosis","FGF","mTOR_AKT_PTEN","RAS","TELOMERASE","IGF_Warburg","WNT","PARP","HDAC","JAK_STAT","HEDGEHOG","FGF.1","DNA_REPAIR","OTHERS"
"1",0.229700508163045,0.77227463312369,0.923345759552656,0.194691855045098,0.21763052685746,0.334885164494103,0.201273945456261,0.202438224360376,0.183329543731999,0.192419663915094,2.9818004662978,0.313743880908436,0.119061715864558,0.294565717499106,1.08815555763298,0.61446294531157,0.311322828875046,0.746585856522271,0.24042624042624,0.365786113927377,0.251266253961671,0.313743880908436,0.660269749518305,0.333445242731485
"2",0.355494047302213,0.691582132051967,0.791451975161844,0.225816490000057,0.223140495867769,0.835047977050153,0.199521266801694,0.753628391199549,0.165671675163223,0.188754473315699,1.67768716479318,0.248261561478943,0.113548915268113,0.241049215792321,0.564423657211829,0.430839986115932,0.46283058182401,0.782508365062882,0.182437007733704,0.561075949367089,0.286825211124983,0.248261561478943,0.733814266881501,0.352446043165468
"3",0.260309141450806,0.676348547717842,1.12077633578861,0.141792353560154,0.16873831622446,0.218036831438893,0.200668375755356,0.0998153367674215,0.171189015525964,0.237829962290024,4.38371877890842,0.306270923945803,0.1158420284977,0.336524894174561,0.941291393963075,1.01189487587096,0.288372666214801,1.8131622279496,0.319661616336719,0.38208455310283,0.259448826068742,0.306270923945803,2.0916204296486,0.422597864768683
"4",0.215403472245542,0.908586403576384,0.907017137563687,0.175324481129254,0.295228925263123,0.396980377214708,0.282352391046823,0.132469068029222,0.21816131498471,0.372878655087244,0.940686824886755,0.365594005083077,0.126792452830189,0.374750320102433,0.472842660512652,0.465003227838749,0.468519201002432,0.755038179672117,0.241432914190963,0.555340284627307,0.163602459135806,0.365594005083077,0.506995824481723,0.191909863317325
"5",0.56706050597569,6.2274580140225,0.383480004455832,0.230358828306773,0.273989275963025,0.317480068205908,0.201566562871176,0.375153993988075,0.185958588736366,0.231939847460066,0.487558038305281,0.235197549939301,0.124311726893231,0.265917225386903,0.968310155920775,0.411164141297129,0.461809704210986,0.485163293330946,0.21191637630662,0.618859552890123,0.312368963128462,0.235197549939301,0.37882685409949,0.419291851080448
"6",0.417119943564707,0.908517756047349,0.83342286686364,0.382581691013078,0.363355834136933,0.273662429796039,0.28328645100797,0.16884251925493,0.209673374471836,0.354182815574504,3.36126956894703,0.526889512281596,0.147249763928234,0.330625344767063,1.34169427354472,0.542210381484047,0.991191335740072,1.39029596355411,0.438298683959565,0.413329832392454,0.699284139174641,0.526889512281596,0.869604037267081,0.169169458241885
"7",0.334842299334958,0.283724340175953,0.28094673280138,0.145150484006383,0.215098147128967,0.211603666959689,0.217772203036424,0.170228244066564,0.170869042249286,0.2022305357521,0.481268902941985,0.228997576353111,0.131349821056568,0.181997816026208,0.436388613294665,0.252562179727535,0.402025038263804,0.352454113710347,0.238793609165258,0.42944957633785,0.294379460886099,0.228997576353111,0.298256537982566,0.270984126984127
"8",0.420625000000001,1.05211054585453,1.21850666666667,0.244731181119546,0.178126222818492,0.525439055732711,0.195003342245989,0.468336092715232,0.169139137662895,0.185007974481659,2.96223160212883,0.412144856326892,0.0981877265341832,0.228199999999999,0.710685710012712,0.497466678295896,0.266510614779414,0.757521974306965,0.24715345241826,0.523192495235268,0.170710760751138,0.412144856326892,0.602707034728404,0.258650028360749
"9",0.307671152821466,0.650213147857303,0.500056129321958,0.121691285671853,0.201971904073539,0.350748200693833,0.222305794938945,0.162139133921411,0.165203562340967,0.190221774193548,1.9494034195744,0.309187801560626,0.119948324767602,0.268535072037017,0.549273165076251,0.305542396968262,0.591040544371987,0.547392943036734,0.194487952811011,0.48704087832883,0.204855206170418,0.309187801560626,0.459967874353024,0.167779632721202
"10",0.179108750278317,0.533821989528796,0.300595238095238,0.150877455065809,0.184803498314904,0.379001176518317,0.272546296296296,0.176997556782192,0.21002860775588,0.184440067529544,0.211211816045653,0.248063358105554,0.128869170449856,0.183600917431192,0.505886456789047,0.329379494402846,0.195807028797137,0.318751719529931,0.175337740730095,0.637231557702337,0.240756556535425,0.248063358105554,0.274727120067171,0.541266252119842
"11",0.374051708442072,0.470525187566988,0.700584663818304,0.265521073635644,0.382738907295524,0.614678159993555,0.224000919449644,0.258031147635193,0.167447807201906,0.176181587659365,2.03849611769514,0.285684488382379,0.12147030885697,0.1781823535185,0.895794434071308,0.450832007567614,0.561049144865815,0.973647469458987,0.280823942967903,0.647110678080127,0.263032310585858,0.285684488382379,0.523845754798546,0.258635961027458
"12",0.243887602858929,0.42058091286307,0.225626904148113,0.184490721762181,0.207410139294732,0.328957743865671,0.178927348801826,0.20819505899705,0.18172299248989,0.214198741798011,0.258527160585569,0.305216948439455,0.10036545386145,0.15810705973623,0.414160033514872,0.500863765055904,0.318746829020802,0.323856234636904,0.199162251181441,0.329602465174319,0.326633785450061,0.305216948439455,0.2529128808124,0.177598450613299
"13",0.743359762140733,1.31349862258953,1.25084926720373,0.191515353660255,0.160675617150282,0.388973214285714,0.222561723280861,0.142343242568074,0.234176545300593,0.219089973537195,3.76477355033872,0.796745251503293,0.133932011499363,0.256227758007117,1.12745195658668,0.288387734658567,0.468406309892378,2.03433764437185,0.303006809141778,0.919494720965309,0.382204618305804,0.796745251503293,1.38028428339962,0.328227734608488
"14",0.700602798708288,0.392543859649123,0.186373580581311,0.202188862020016,0.37992125984252,0.298007187193728,0.210646599777035,0.330123099203476,0.231172278320725,0.185316481709823,0.480777640838071,0.310132660685679,0.125076527488674,0.231721850873103,0.543864275668073,0.47938054637202,1.02645876868671,0.440647620811533,0.189738941261784,0.46260943345289,0.265772119086646,0.310132660685679,0.36782951981953,0.618046430135786
"15",0.252629699370172,1.21806853582555,1.45923965351299,0.121927211722816,0.183443977780789,0.171330156183646,0.31246329957444,0.169920820586647,0.156123595505618,0.281427530954115,3.39888143176734,0.354273695326261,0.124367933640134,0.306666666666667,0.524648672763774,0.234811469827901,0.900542442457118,1.67623630630138,0.294250446054692,0.319496319594609,0.423421833640811,0.354273695326261,1.87813236239023,0.174141221374046
