,FIGF,FLT1,KDR,KIT,PDGFA,PDGFB,PDGFRA,PDGFRB,VEGFA,VEGFB,VEGFC,ANGPT1,ANGPT2,ANGPT4,ANGPTL1,TEK,TGFB1,THBS1,TIE1,BAK1,BCL2,BCL2L1,BIRC5,XIAP,CDK4,CDK6,BRCA1,ERCC1,NAE1,NEDD8,RAD51,RAD52,XRCC4,KSR1,MAPK11,MAPK3,FGF1,FGF12,FGF13,FGF14,FGF2,FGF3,FGF4,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,GLI1,PRKACA,PTCH1,SHH,SMO,STK36,AREG,BTC,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,HBEGF,NRG1,NRG2,NRG4,TGFA,IGF1,IGF2,IGF2R,IRS1,PKM,CD274,CTLA4,LAG3,PDCD1,PDCD1LG2,JAK2,SOCS1,STAT1,STAT2,STAT3,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K2,MAP3K3,MAP3K4,AXL,HGF,MET,MST1R,PIM1,PIM2,PIM3,STK11,TSC1,TSC2,AKT1,AKT2,MTOR,PTEN,ALK,RET,ROS1,UBA1,ATM,ATR,BRCA1,CHEK1,CHEK2,PARP1,RAD54B,RAD54L,WEE1,XRCC1,PIK3C2B,PIK3CA,PIK3CD,PIK3CG,PIK3R1,PRKCA,PRKCB,ILK,PLK1,BRAF,RAF1,HRAS,KRAS,NRAS,CCNE1,CCNE2,RB1,CCND2,CCND3,CDKN2A,CDKN2B,DKC1,HSP90AA1,TEP1,TERT,CDH1,CTNNA1,DKK1,FZD1,FZD5,WIF1,WNT5A,WNT5B
MAT230414,2.446,4.015,5.404,7.299,1.193,0.214,5.674,3.174,6.708,7.161,5.156,-2.757,4.452,5.514,2.314,4.853,8.192,4.571,-2.286,6.458,5.497,0.585,3.687,7.376,5.531,-0.289,2.066,3.383,1.465,3.563,3.116,7.159,4.703,3.786,7.043,3.327,3.148,7.564,1.276,-1.719,5.008,4.903,2.211,1.7,6.02,0.713,4.807,3.553,2.956,6.842,6.387,5.924,6.16,2.513,6.276,7.545,4.758,2.294,4.363,7.045,7.173,0.574,1.362,-0.611,2.238,-1.382,4.964,3.968,6.182,6.819,7.203,0.939,7.043,3.237,4.295,2.438,5.539,1.35,1.409,0.257,0.282,4.633,-2.157,3.895,10.055,1.494,5.802,-0.224,3.599,4.812,6.765,6.867,7.616,4.459,1.03,3.713,1.905,3.505,7.622,0.663,4.568,8.078,4.758,0.44,4.621,4.066,-0.95,11.594,10.839,2.167,8.514,2.155,2.467,2.436,5.816,6.542,4.144,2.066,4.59,-0.572,0.737,-1.927,6.458,7.246,-1.256,4.758,2.968,2.044,4.708,1.138,8.907,2.767,2.899,7.043,3.98,3.827,9.341,9.357,1.868,5.255,4.22,0.499,-0.266,3.227,3.601,4.799,1.161,4.776,4.723,0.137,1.85,4.625,1.874,5.269,2.662,8.556,1.243,-0.218
MER490318,3.862,5.104,4.61,6.859,1.153,1.984,6.3,3.722,7.619,7.451,5.624,-2.936,4.305,5.545,3.837,5.636,8.231,4.473,-2.601,5.883,5.235,1.144,3.91,6.862,7.114,0.673,2.576,3.49,2.26,2.997,3.485,6.752,5.132,4.15,6.722,3.16,2.85,6.943,1.707,-2.206,5.03,5.91,2.032,0.327,5.743,2.086,3.234,3.464,0.913,5.513,6.281,6.397,4.756,2.888,6.086,8.061,5.113,3.595,4.879,7.151,6.252,0.142,-0.665,1.112,2.473,2.377,5.406,2.898,6.21,8.694,5.94,3.004,6.722,3.206,4.614,3.76,6.398,0.59,4.115,2.517,-0.883,4.94,-1.214,3.037,9.667,0.582,6.057,0.845,3.492,4.735,7.482,6.81,7.228,4.297,0.893,3.928,2.419,3.24,6.865,-2.025,4.444,8.888,5.113,2.144,4.948,4.509,0.416,12.29,11.836,1.491,9.415,0.112,0.086,-1.197,-1.965,6.246,4.315,2.576,4.857,0.908,2.666,-1.072,5.196,7.999,0.717,5.113,2.988,3.647,4.973,1.357,9.329,4.624,2.893,6.722,4.311,5.174,9.74,8.228,1.833,5.713,4.5,3.917,0.551,-0.337,3.192,6.074,1.153,4.806,2.558,2.075,1.924,4.709,3.352,5.259,2.258,7.779,1.441,-0.338
NEG410311,3.658,6.893,4.929,6.536,-0.173,3.72,8.687,2.823,8.975,5.904,7.573,1.375,3.162,4.732,3.199,7.361,7.114,3.681,-2.797,7.37,6.327,1.038,4.403,8.466,1.736,0.494,1.602,3.14,2.806,1.918,2.411,7.991,6.29,5.373,6.065,1.905,2.64,9.042,1.977,-0.864,6.193,3.697,3.975,0.572,6.237,3.436,6.733,3.127,3.116,4.194,5.814,5.038,7.171,2.955,5.47,7.567,7.555,4.891,3.773,4.669,6.338,0.149,2.057,-0.263,2.675,1.751,6.336,4.242,9.412,9.775,7.884,3.726,6.065,0.957,4.529,4.137,6.152,1.397,5.413,4.034,1.753,7.033,0.316,1.999,11.317,1.549,7.296,1.582,3.535,3.707,9.705,6.394,7.99,3.709,1.168,3.573,1.626,3.681,6.965,5.356,5.744,10.485,7.555,-0.427,4.441,5.292,2.238,11.307,13.661,0.259,9.729,3.219,0.613,3.418,2.545,7.978,4.065,1.602,4.952,-1.331,3.318,3.501,3.897,9.131,1.245,7.555,1.752,4.694,2.748,0.386,5.518,5.826,2.235,6.065,3.241,4.9,8.163,6.422,3.085,7.217,6.224,4.194,-0.517,3.162,2.806,6.184,1.631,4.189,3.76,1.491,2.187,6.646,-0.282,3.58,2.6,9.077,2.109,-0.305
NIN270409,3.994,6.197,4.302,6.82,0.444,4.092,8.422,3.412,8.76,6.207,7.023,2.838,3.46,4.676,2.937,7.542,7.426,4.335,-1.51,7.262,6.187,0.297,4.218,7.194,3.034,0.808,1.183,3.348,1.972,2.68,3.144,8.794,5.843,4.997,6.562,2.447,2.478,9.041,2.142,-0.531,5.706,3.254,5.135,0.942,6.559,4.085,7.017,3.458,3.354,5.301,5.732,4.958,6.859,2.421,5.707,7.871,7.955,4.979,4.076,5.333,6.178,0.016,1.951,0.214,2.212,1.43,6.19,4.407,9.218,9.551,8.049,4.342,6.562,1.315,4.605,4.157,6.585,1.563,5.325,3.57,0.241,7.369,1.024,2.866,12.349,1.419,7.605,0.843,2.729,3.889,9.827,6.835,8.11,3.644,1.038,3.699,1.734,3.269,6.874,5.013,5.382,11.22,7.955,-0.319,4.492,5.264,1.542,11.113,15.304,1.956,9.425,2.409,2.77,3.806,8.106,7.87,4.006,1.183,4.921,0.524,3.516,3.691,4.874,9.953,-0.135,7.955,1.745,4.379,2.323,-0.012,6.071,5.734,2.199,6.562,2.787,5.731,8.291,7.008,2.51,7.169,5.29,4.007,0.363,2.698,2.93,5.607,0.263,4.244,5.642,0.607,1.159,5.723,0.294,3.732,3.015,8.898,1.726,-0.175
PAN390607,5.049,7.102,5.768,6.289,0.665,3.898,8.655,4.255,8.601,6.479,8.057,7.497,4.091,6.162,3.157,7.641,7.7,3.827,1.169,7.101,5.943,0.624,3.946,9.366,5.547,-0.201,1.814,3.127,2.952,3.451,3.323,8.414,6.146,5.246,5.628,3.809,3.435,8.565,2.433,-0.768,6.237,4.51,4.105,1.623,6.584,3.849,5.894,2.952,2.141,5.072,5.661,5.15,6.176,3.46,5.444,7.953,7.364,4.696,4.088,6.231,6.279,-0.057,1.568,-0.241,2.765,2.945,6.282,3.904,7.981,9.728,7.384,5.888,5.628,2.304,4.632,4.405,7.442,0.43,6.72,3.747,0.709,6.657,0.532,2.579,12.72,0.963,7.001,0.433,3.053,3.708,10.039,6.664,7.765,3.868,0.531,3.042,1.512,5.037,6.796,3.981,5.483,11.031,7.364,1.933,5.036,5.113,2.393,10.948,13.502,0.999,10.054,2.255,1.847,2.42,4.434,7.067,4.168,1.814,6.141,-0.445,3.779,2.132,4.98,10.412,-1.064,7.364,2.16,5.835,3.926,-0.015,7.763,6.355,3.424,5.628,3.335,6.569,9.772,6.302,2.337,6.577,5.828,6.132,-0.165,3.577,4.551,5.755,0.367,4.3,5.084,1.99,1.533,7.606,1.586,4.481,2.43,8.216,1.002,1.351
PAQ470203,4.214,6.225,4.56,7.357,0.888,4.094,5.226,3.732,7.599,7.531,8.187,-1.941,3.86,5.059,3.25,6.002,8.346,4.538,-2.148,7.58,5.982,-1.005,4.445,7.354,4.285,-0.331,2.36,3.454,1.941,2.825,3.441,7.996,5.692,4.211,7.02,2.487,3.27,8.015,1.723,-0.153,5.966,4.534,2.49,0.237,6.568,2.119,6.211,4.143,3.019,6.133,6.237,5.819,6.594,1.81,6.284,7.779,5.706,4.069,4.501,5.941,7.018,0.456,1.915,1.348,1.998,1.545,5.726,3.296,9.403,9.56,8.305,1.432,7.02,2.233,3.998,4.375,5.932,0.823,2.795,3.956,-0.09,6.261,-1.013,2.997,12.436,-0.374,6.813,-0.125,3.08,4.522,8.203,7.416,7.663,4.219,1.974,3.515,1.294,3.736,7.25,3.282,5.431,9.239,5.706,1.07,5.254,5.509,1.26,12.047,12.569,2.339,8.99,2.872,1.511,3.749,4.336,8.054,4.304,2.36,4.93,1.523,2.705,-0.725,5.765,10.245,0.202,5.706,2.445,4.555,3.879,0.761,7.846,5.588,3.109,7.02,3.247,6.107,9.672,8.522,2.097,6.601,4.324,4.032,-0.144,1.045,2.607,6.433,0.777,4.544,4.719,0.047,2.214,8.059,3.45,4.124,3.433,8.941,0.954,0.033
PEC481113,5.147,6.729,5.165,7.678,0.336,3.72,7.46,3.89,9.929,7.106,7.398,3.27,4.956,4.616,2.087,6.859,6.989,3.766,-0.859,8.3,5.498,0.747,4.33,7.456,6.412,0.246,2.143,3.326,2.391,2.895,4.142,8.765,4.98,5.632,5.578,3.187,3.143,8.225,2.176,0.995,6.221,4.591,3.607,1.465,6.985,4.162,7.145,3.169,2.797,4.908,6.118,5.98,6.468,3.631,5.63,7.969,7.472,4.65,4.314,6.819,6.948,0.642,4.452,0.722,0.931,2.584,6.096,4.18,8.06,9.508,8.39,3.389,5.578,2.593,4.322,3.871,6.501,0.004,5.31,3.081,2.358,6.687,0.957,2.767,12.252,-0.267,6.813,-0.2,2.719,4.147,9.333,7.14,7.906,3.39,1.208,3.462,1.143,3.635,7.165,7.747,6.023,10.801,7.472,2.271,4.933,5.644,1.558,11.638,15.61,1.143,9.624,2.438,2.911,2.678,6.944,7.352,4.405,2.143,5.936,-0.217,3.047,3.68,4.934,10.664,-0.476,7.472,2.142,4.698,3.655,-0.015,8.009,5.148,3.145,5.578,3.262,5.479,8.399,9.173,2.135,7.222,6.675,4.908,-0.427,4.444,3.134,5.925,0.967,4.378,4.837,2.014,1.391,8.907,2.84,4.22,3.287,9.702,0.123,0.266
PER401217,4.009,6.883,5.728,7.55,-0.307,4.085,6.956,4.588,9.238,6.971,7.896,3.332,3.712,4.708,2.408,8.14,7.128,3.624,1.56,8.516,5.356,0.098,3.613,9.524,6.029,0.243,2.196,3.175,2.407,2.728,3.964,8.553,6.014,5.078,5.359,3.333,2.973,9.002,2.839,0.438,6.237,5.032,3.179,1.048,6.825,4.095,6.887,3.514,2.712,4.117,5.713,5.948,6.41,3.3,5.322,7.618,7.283,4.677,3.922,6.239,7.08,0.241,1.542,0.552,2.581,2.652,6.144,4.069,8.404,9.477,8.422,2.693,5.359,2.043,4.396,5.029,6.185,-0.059,4.723,3.949,1.206,6.73,1.048,1.92,12.088,-0.056,6.407,-0.289,2.643,3.968,9.502,6.968,8.112,3.767,0.842,3.143,1.371,4.455,7.351,3.193,5.725,10.018,7.283,2.2,4.879,5.76,2.899,11.448,14.35,1.532,9.894,2.725,4.149,2.731,10.864,7.669,4.633,2.196,5.631,0.535,2.727,2.503,4.099,10.817,0.376,7.283,2.354,4.904,4.153,-0.69,7.373,5.187,3.034,5.359,3.186,5.045,8.898,8.02,2.653,7.405,5.463,4.992,-0.669,3.976,2.913,5.973,0.43,4.332,6.989,2.137,2.27,5.446,2.175,4.186,2.898,9.507,1.095,1.915
PER510713,3.685,5.431,4.897,6.434,1.062,2.896,5.974,3.623,7.865,5.974,6.569,-2.784,2.997,4.308,3.165,7.175,6.813,4.189,-1.73,6.836,6.179,1.019,4.413,8.202,2.968,1.122,1.42,2.875,3.458,1.662,2.447,8.053,5.668,5.244,5.525,2.351,2.153,8.18,2.312,-1.819,6.036,3.357,4.281,0.327,6.769,2.104,5.6,3.399,1.987,4.185,5.873,4.583,6.08,2.476,5.759,6.934,6.752,4.424,4.595,5.113,5.511,0.456,0.019,-0.581,2.495,0.804,5.086,3.439,7.216,8.769,7.576,0.286,5.525,1.262,4.532,3.567,4.977,2.653,1.389,3.636,1.256,6.053,-1.73,1.568,10.948,1.528,6.62,1.313,3.238,4.115,8.466,6.502,7.528,4.225,0.598,3.025,0.886,3.676,7.02,-3.199,5.294,9.304,6.752,0.074,4.458,5.755,1.925,11.215,13.593,1.975,9.626,2.838,2.108,1.275,7.058,6.861,3.935,1.42,4.497,0.208,2.969,1.943,4.302,9.347,-0.537,6.752,2.055,4.328,2.772,1.113,6.57,4.809,2.384,5.525,2.909,4.314,8.1,7.207,2.005,7.376,5.049,3.249,0.475,4.357,2.084,5.857,1.163,4.594,5.304,0.627,0.867,4.886,-0.609,3.969,1.853,9.324,1.905,-0.431
PIQ340906,3.741,6.953,5.039,7.136,-0.11,3.474,5.589,3.767,8.084,7.507,7.051,0.888,3.38,5.306,1.824,6.803,7.675,4.516,-2.031,7.796,5.364,1.467,3.835,8.979,6.82,-0.261,2.261,3.435,2.218,3.827,3.862,7.83,5.65,5.773,6.659,3.002,3.121,6.969,2.02,-1.431,5.914,5.003,4.348,1.818,5.962,2.262,5.334,3.002,1.858,5.052,5.934,6.278,5.161,3.415,6.079,8.23,5.813,4.619,3.996,7.033,6.503,0.004,1.132,-0.043,2.004,3.697,6.218,3.321,7.848,8.68,8.899,3.068,6.659,2.375,4.56,4.164,6.354,1.011,4.186,3.383,-0.275,5.833,-0.711,2.214,11.616,0.058,6.405,-0.667,3.093,4.439,8.924,6.722,7.692,3.706,0.782,3.531,1.964,4.941,6.855,3.158,5.449,10.184,5.813,2.247,4.695,5.612,2.651,11.4,12.805,1.898,8.628,2.775,2.927,1.89,9.326,7.101,4.481,2.261,4.749,0.511,2.625,1.448,4.762,10.219,-0.45,5.813,2.453,4.458,4.173,0.858,9.095,5.299,2.788,6.659,3.665,5.335,8.691,8.119,1.854,6.474,5.069,4.705,0.699,1.84,2.141,5.306,0.491,4.866,6.266,0.835,2.253,5.545,2.05,4.536,2.614,8.14,1.619,0.111
RAB330621,3.651,7.118,3.917,5.906,-0.006,4.054,6.221,3.121,7.988,5.947,8.32,4.279,2.806,4.149,3.085,5.927,6.448,4.261,-1.114,8.248,6.091,0.281,3.93,8.119,3.009,0.539,2.027,3.054,3.014,2.322,2.259,7.482,6.183,4.456,4.741,2.154,2.801,9.289,2.599,-1.962,5.638,3.986,3.134,0.106,6.363,2.278,5.835,3.681,2.724,3.409,5.401,4.589,6.093,2.812,5.329,6.793,5.748,4.418,3.902,5.045,5.254,-0.264,3.432,-0.29,2.326,1.64,6.073,4.38,7.986,9.151,8.04,3.307,4.741,0.8,4.877,4.48,4.966,2.082,4.548,3.654,-0.017,6.245,-0.368,0.754,13.684,0.702,6.634,-0.673,3.037,4.065,9.207,6.575,8.178,3.97,1.009,2.38,1.302,3.851,7.231,6.995,4.506,9.726,5.748,-0.272,4.54,4.794,2.696,10.487,12.595,1.682,9.416,3.332,3.192,3.396,10.286,7.456,3.682,2.027,4.49,0.184,3.895,1.817,3.703,10.36,-1.102,5.748,1.917,4.323,1.421,0.837,6.476,6.059,1.873,4.741,3.171,4.474,8.155,6.374,2.669,6.951,6.17,4.839,0.664,2.128,2.257,6.296,1.107,4.348,6.826,-1.235,2.421,7.04,-1.632,3.837,1.389,7.77,1.002,0.654
RAM530325,4.016,5.984,4.037,6.614,0.809,3.87,7.259,3.694,8.857,6.332,6.981,-1.323,3.801,4.389,4.121,6.782,7.145,4.175,-0.472,8.078,6.109,1.1,3.96,7.845,4.259,1.141,1.556,3.345,2.543,2.168,3.222,8.11,5.32,5.263,5.586,2.194,3.279,8.445,1.573,-1.412,5.885,4.12,4.23,-0.617,6.43,2.994,4.852,3.369,1.49,2.928,5.9,5.359,6.637,3.71,5.395,7.525,7.468,4.483,3.949,5.136,5.051,0.341,3.386,-0.621,2.571,1.599,5.899,4.07,7.168,10.204,7.864,4.183,5.586,0.832,4.738,3.983,6.78,0.942,5.66,3.704,0.15,6.548,0.743,0.583,12.137,0.525,6.8,-0.157,2.594,4.008,8.633,6.366,7.889,3.809,1.658,3.145,1.608,2.974,7.316,5.31,5.463,10.266,7.468,-0.848,4.342,4.913,1.742,11.06,14.466,1.008,9.354,2.172,5.431,2.329,10.318,7.041,4.41,1.556,5.607,-0.087,3.723,2.938,2.832,9.58,1.349,7.468,2.186,4.863,2.718,0.623,6.966,5.44,2.211,5.586,2.896,3.973,8.705,7.402,2.583,6.503,5.98,4.458,0.087,1.242,2.272,5.446,0.661,4.199,5.983,1.924,1.532,7.545,-0.477,4.194,2.087,8.674,1.323,0.53
REC590707,5.217,5.431,4.502,5.72,-0.108,3.157,4.781,4.282,7.923,7.358,7.272,-0.855,4.819,5.011,2.874,5.141,7.34,3.454,-0.114,6.229,3.821,2.523,4.241,3.754,7.281,-0.429,3.017,3.414,1.416,4.224,3.991,7.817,3.907,5.418,5.376,4.435,3.316,6.788,2.5,3.79,4.862,5.547,3.828,2.516,4.948,3.646,4.381,3.014,1.63,5.636,5.762,6.131,5.856,3.752,5.276,7.569,5.982,4.534,4.507,9.237,6.969,1.315,0.302,1.827,1.057,4.885,5.928,2.723,5.457,10.152,7.543,4.944,5.376,3.606,4.094,4.874,6.595,0.107,5.659,2.608,1.463,5.463,1.029,3.66,11.815,0.148,5.617,-0.424,2.852,5.02,6.722,6.647,8.525,3.77,0.975,3.35,2.502,3.612,7.003,3.01,4.247,9.612,5.982,2.5,5.055,4.966,0.093,11.562,10.113,1.582,7.545,1.636,3.759,2.68,7.675,5.91,3.458,3.017,6.218,0.384,3.198,-0.737,5.586,11.558,-0.082,5.982,2.851,4.703,5.087,1.283,9.644,4.378,3.615,5.376,3.899,6.298,9.304,9.818,1.775,6.503,4.869,5.765,2.317,3.333,3.662,4.721,0.35,4.625,4.248,2.333,2.243,8.058,3.917,4.552,4.583,5.743,1.988,1.065
REJ471005,4.567,5.944,5.09,6.966,-1.165,3.388,5.311,3.394,7.386,7.468,6.751,-2.785,4.165,5.053,2.904,5.175,7.77,4.471,-2.219,6.316,5.589,0.927,3.585,7.141,6.408,1.114,2.535,3.328,1.622,2.954,3.442,7.101,5.118,4.984,6.249,3.202,2.928,7.336,1.521,-1.727,4.804,5.176,4.655,1.169,4.878,2.102,5.527,3.947,2.913,5.5,6.031,6.513,5.596,2.843,5.978,7.539,5.146,4.51,4.583,7.234,7.028,0.395,1.932,-0.345,1.834,2.16,5.532,3.366,8.742,8.326,7.863,1.416,6.249,3.276,4.165,4.233,5.665,0.996,2.47,3.505,0.135,5.533,-2.098,3.067,9.887,1.135,6.362,-0.531,3.518,4.839,7.851,7.369,7.542,4.335,1.532,3.681,1.918,3.777,7.096,2.595,4.911,8.77,5.146,1.526,5.009,4.645,0.913,11.843,12.127,1.982,7.992,2.092,1.758,2.969,3.007,7.571,4.341,2.535,4.877,0.98,3.491,-1.231,5.364,8.267,0.261,5.146,2.366,4.909,4.335,1.081,8.852,5.861,2.368,6.249,4.112,6.172,9.291,9.364,2.026,5.982,4.634,5.458,-0.243,2.828,2.981,5.106,1.039,4.473,4.182,-0.752,2.295,6.825,1.399,4.902,2.261,8.193,2.559,0.038
RIT431108,3.58,3.493,5.426,6.843,0.919,0.381,3.913,4.083,6.767,8.506,3.631,-2.772,4.807,5.285,1.994,4.396,7.566,4.662,-1.564,5.86,4.609,1.136,2.613,5.625,7.019,0.737,3.477,3.653,1.519,4.334,3.515,5.083,2.937,3.452,6.434,3.477,3.587,6.85,1.719,-1.389,3.955,5.821,1.599,2.438,4.662,1.499,3.042,3.724,2.337,5.633,6.357,6.446,4.877,2.835,5.967,7.328,3.738,2.179,4.692,7.55,7.204,1.248,-0.671,0.734,1.891,1.609,4.608,3.423,5.754,5.155,6.142,0.997,6.434,3.762,3.065,2.853,7.204,1.488,1.34,-0.19,1.303,3.336,-0.561,3.025,5.924,0.367,4.942,1.198,4.062,5.401,5.006,5.735,6.271,4.344,0.976,3.592,2.75,3.422,7.145,-2.506,4.355,7.12,3.738,2.01,4.687,3.504,-0.327,11.705,9.067,1.712,5.787,1.266,3.952,-1.255,7.287,6.067,4.509,3.477,3.934,-0.998,1.651,-1.179,5.4,5.374,0.914,3.738,3.25,2.499,5.696,1.503,10.088,2.908,2.673,6.434,4.791,4.13,8.699,9.569,1.483,4.778,3.938,2.569,0.463,3.223,2.816,4.178,1.752,4.951,4.549,2.963,2.097,3.926,3.873,5.701,2.522,7.8,-0.574,0.266
RIT490630,3.112,5.112,4.282,6.761,1.384,0.815,3.131,2.855,6.921,5.961,5.452,-3.533,3.538,4.305,3.233,5.406,6.682,4.458,-2.76,6.049,5.489,1.299,3.739,7.139,2.225,1.614,1.143,2.449,1.611,1.628,1.78,6.699,5.645,4.541,5.639,2.33,2.633,7.418,1.114,-2.666,4.874,3.457,3.766,0.089,5.872,0.729,2.65,2.982,0.221,4.482,5.387,5.626,5.023,1.928,5.394,6.51,5.494,2.714,4.002,5.337,4.288,0.592,0.482,-0.951,2.539,0.167,4.535,2.633,7.274,7.479,5.545,0.424,5.639,1.962,4.121,2.676,5.679,2.372,0.787,1.195,-0.263,4.457,-2.288,1.719,9.413,1.817,6.127,1.852,3.738,4.092,7.242,6.128,7.225,4.207,1.358,2.754,0.884,3.069,6.98,-2.263,3.875,7.752,5.494,-0.905,3.819,4.97,-0.781,10.151,11.053,1.063,8.331,0.782,2.704,2.676,8.571,6.949,4.443,1.143,3.573,0.321,2.379,-1.115,4.359,7.285,-1.595,5.494,2.199,3.316,3.106,1.166,6.561,4.037,1.763,5.639,3.509,3.732,7.725,8.066,1.575,5.357,3.811,2.119,0.389,0.469,1.345,4.435,0.985,4.429,6.074,-0.776,1.318,4.888,-0.32,4.263,1.486,8.285,1.757,-0.721
SAI380426,4.069,6.295,5.996,6.558,0.802,3.693,5.614,3.073,7.667,5.987,6.989,-1.514,2.993,5.436,3.54,4.38,7.939,4.073,-2.547,7.989,5.815,-1.039,4.335,9.574,3.7,0.575,1.33,3.383,2.142,2.457,2.842,7.748,5.63,5.786,6.407,1.324,2.846,8.292,2.492,-2.057,6.274,3.691,4.689,1.364,6.059,3.511,5.73,3.976,2.036,4.05,5.431,5.473,5.835,1.453,5.728,7.4,6.018,3.642,4.028,4.723,6.149,0.096,1.188,-0.309,3.296,0.953,5.655,3.493,8.517,10.65,8.178,3.1,6.407,0.65,4.234,3.922,6.947,1.547,4.891,3.308,0.932,6.278,-0.086,1.459,11.266,2.067,6.935,0.629,3.29,4.475,9.552,7.357,7.517,4.098,0.815,3.476,0.954,3.771,7.238,2.318,4.712,9.72,6.018,1.135,4.754,5.355,2.863,11.166,12.089,1.272,8.934,2.89,2.621,2.001,9.362,7.55,3.727,1.33,4.872,-1.116,2.928,1.813,3.711,9.992,-0.147,6.018,2.233,4.474,2.873,1.413,6.036,5.744,2.267,6.407,2.894,4.848,9.471,7.422,2.218,6.355,5.819,4.424,-0.081,4.442,2.041,5.93,0.796,4.337,6.779,2.253,1.59,7.465,-0.355,3.634,2.175,8.49,2.421,-0.479
SAU450710,4.854,7.214,5.102,7.509,-1.122,4.385,7.685,3.622,9.942,6.882,8.242,2.461,3.77,4.428,2.753,7.492,6.886,3.981,-1.313,8.776,5.703,0.223,3.42,8.843,5.052,-0.64,2.455,3.357,2.461,2.934,3.487,7.985,5.088,6.724,5.308,2.851,3.393,8.464,1.67,0.717,5.778,4.999,4.004,1.248,5.908,3.862,6.942,3.36,2.614,4.779,5.814,5.74,6.179,3.14,5.354,7.341,7.035,4.543,3.677,6.116,6.704,-0.018,2.195,0.774,1.971,3.536,5.756,4.386,8.183,9.8,8.278,2.951,5.308,2.023,4.166,4.946,6.718,0.75,4.779,3.407,1.948,5.986,0.434,2.242,12.059,-0.466,6.376,-0.124,2.462,4.427,8.832,6.862,8.227,3.614,1.3,2.794,1.076,4.512,7.775,6.922,4.91,9.77,7.035,1.982,4.847,5.465,2.39,11.295,14.18,1.359,9.26,2.52,3.806,3.448,9.543,7.725,4.599,2.455,5.452,-0.556,3.367,1.54,4.802,10.396,-0.231,7.035,2.483,5.613,3.551,0.716,7.49,5.926,2.694,5.308,3.059,5.936,8.464,8.079,2.077,6.83,6.472,5.571,0.568,2.903,2.961,5.322,-0.185,4.355,6.707,1.795,1.742,7.362,1.336,3.964,3.013,10.146,4.052,0.214
SER300810,4.1,6.765,5.43,7.558,-0.608,3.945,5.337,4.186,8.352,7.558,7.532,3.148,3.621,4.79,2.715,7.281,7.043,4.504,0.39,7.998,5.501,0.637,3.953,9.495,5.726,-0.118,1.608,3.226,2.694,3.401,3.749,8.292,5.919,5.757,6.329,3.186,3.031,8.168,2.257,-0.77,6.309,4.535,4.092,1.439,6.38,3.82,6.323,3.12,2.232,4.826,6.005,6.139,6.17,3.355,5.839,7.731,7.031,4.798,4.062,6.155,6.602,0.046,2.206,0.118,2.629,2.772,6.258,4.004,9.16,9.011,8.544,2.71,6.329,1.812,4.505,4.69,6.338,0.871,4.087,3.213,0.118,6.155,-1.244,1.749,11.488,0.331,6.674,-0.515,2.859,4.449,9.529,6.383,8.33,3.965,0.848,3.008,1.485,4.512,7.308,5.832,5.228,9.83,7.031,1.525,4.28,5.901,2.539,11.02,14.069,1.476,9.13,2.887,3.702,2.209,11.066,7.958,4.753,1.608,4.494,-1.064,3.073,1.987,4.581,10.549,-1.392,7.031,2.01,4.506,3.732,0.894,8.401,5.213,2.709,6.329,3.15,5.303,7.758,8.416,2.731,6.718,5.612,4.82,-0.067,2.436,1.458,5.609,0.189,4.749,6.874,1.36,2.685,5.663,1.738,4.963,2.779,9.334,2.555,1.537
SIK471101,3.273,6.006,5.006,7.648,-1.52,3.05,6.95,2.616,8.384,6.041,6.937,0.249,3.66,4.476,1.808,6.262,7.399,3.645,-2.986,6.848,5.784,1.603,4.779,7.636,4.153,-1.181,2,3.237,2.825,3.375,2.438,9.052,5.856,5.811,5.937,2.58,2.421,7.873,2.115,-1.077,6.352,4.325,3.868,1.249,6.351,2.832,6.552,2.931,2.396,4.692,5.681,5.899,6.475,3.355,5.407,7.935,6.502,4.871,4.142,6.018,6.374,-0.072,2.345,0.485,-0.236,1.775,6.564,3.678,8.252,9.163,7.528,3.921,5.937,2.288,4.753,3.864,5.581,1.515,5.252,3.668,0.976,6.639,-0.309,2.554,11.367,-0.18,7.588,-0.031,3.722,3.391,8.819,6.368,7.884,3.268,1.236,3.535,0.441,2.986,6.195,6.117,5.505,11.034,6.502,-0.058,4.91,5.167,1.884,11.075,15.013,0.647,8.991,2.227,2.312,2.072,5.068,6.984,2.783,2,5.275,0.733,3.054,3.306,4.427,11.073,0.625,6.502,1.58,4.793,3.794,-1.4,6.262,5.411,2.451,5.937,3.845,5.266,8.86,6.912,2.63,6.762,5.295,4.108,1.256,3.511,1.957,5.691,-0.612,4.18,4.745,-0.106,2.093,6.481,2.317,3.877,2.43,9.123,2.201,-0.446
